SR#,VarName,MeanDecreaseGini,,,,,,,,,,,,,,,,,
1,YOB,128.6906112,,,,,,,,,,,,,,,,,
92,Q115602,19.30213989,,,,,,,,,,,,,,,,,
93,Q122771,18.94727836,,,,,,,,,,,,,,,,,
94,Q106993,18.54984594,,,,,,,,,,,,,,,,,
95,Q100562,18.50427485,,,,,,,,,,,,,,,,,
96,Q115610,18.44621464,,,,,,,,,,,,,,,,,
97,Q112512,18.26328654,,,,,,,,,,,,,,,,,
98,Q116601,18.13595997,,,,,,,,,,,,,,,,,
99,Q107491,16.2247553,,,,,,,,,,,,,,,,,
100,Q108617,15.73584048,,,,,,,,,,,,,,,,,
101,Q121700,15.56148929,,,,,,,,,,,,,,,,,
102,Q99581,15.49595152,,,,,,,,,,,,,,,,,
103,Q99716,14.20539494,,,,,,,,,,,,,,,,,
104,Q98059,13.68331765,,,,,,,,,,,,,,,,,
105,Q120650,12.37845676,,,,,,,,,,,,,,,,,
106,Q123464,10.57975923,,,,,,,,,,,,,,,,,
