"Model.Technique","SplitRatio","Threshold","Training.AUC","Test.AUC","TrainingSet.Accuracy","TestSet.Accuracy","Next.Variable","Prediction.Formula"
"glm",0.6,0.5,0.68528245809347,0.652940985837899,0.632903805813605,0.609613656783468,"Q122771","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q122771"
"glm",0.8,0.5,0.676615033362265,0.662426677901285,0.627415730337079,0.612758310871518,"Q122771","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q122771"
"glm",0.999,0.5,0.673886044810678,1,0.625517365484974,1,"Q122771","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q122771"
"glm",0.6,0.5,0.686492173890473,0.652622176491558,0.638297872340426,0.612309074573225,"Q106993","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q106993"
"glm",0.8,0.5,0.677386826482782,0.663006773179505,0.629438202247191,0.615453728661276,"Q106993","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q106993"
"glm",0.999,0.5,0.674596717683271,1,0.627316897606622,1,"Q106993","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q106993"
"glm",0.6,0.5,0.685010267532677,0.652908578280455,0.632004794725802,0.607367475292004,"Q100562","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q100562"
"glm",0.8,0.5,0.676595165821992,0.660856531743203,0.627865168539326,0.61455525606469,"Q100562","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q100562"
"glm",0.999,0.5,0.67371918326637,1,0.625877271909304,1,"Q100562","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q100562"
"glm",0.6,0.5,0.684860112077619,0.652964076222576,0.630206772550195,0.607367475292004,"Q115610","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q115610"
"glm",0.8,0.5,0.676462580400184,0.660939171014681,0.626966292134831,0.610961365678347,"Q115610","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q115610"
"glm",0.999,0.5,0.673540166245322,1,0.624797552636315,1,"Q115610","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q115610"
"glm",0.6,0.5,0.684996027099364,0.651325469099393,0.6317051243632,0.604222821203953,"Q112512","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q112512"
"glm",0.8,0.5,0.676408147394442,0.659881064264186,0.628539325842697,0.611859838274933,"Q112512","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q112512"
"glm",0.999,0.5,0.67355225671951,1,0.626237178333633,1,"Q112512","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q112512"
"glm",0.6,0.5,0.685014593740267,0.652580856855819,0.632604135451004,0.605570530098832,"Q116601","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q116601"
"glm",0.8,0.5,0.676387063474154,0.660679910555142,0.630337078651685,0.608265947888589,"Q116601","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q116601"
"glm",0.999,0.5,0.673613424118497,1,0.627136944394457,1,"Q116601","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q116601"
"glm",0.6,0.5,0.684871288113887,0.652946252065983,0.630506442912796,0.606469002695418,"Q107491","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q107491"
"glm",0.8,0.5,0.676544179226295,0.66198593512007,0.626516853932584,0.616352201257862,"Q107491","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q107491"
"glm",0.999,0.5,0.673692532221116,1,0.625517365484974,1,"Q107491","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q107491"
"glm",0.6,0.5,0.685725714112666,0.652480798522217,0.635001498351813,0.606019766397125,"Q108617","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108617"
"glm",0.8,0.5,0.6767352522539,0.662241954823866,0.627415730337079,0.617250673854447,"Q108617","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108617"
"glm",0.999,0.5,0.673927451434648,1,0.627676804030952,1,"Q108617","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108617"
"glm",0.6,0.5,0.68503189857062,0.65308884531873,0.633203476176206,0.609613656783468,"Q121700","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q121700"
"glm",0.8,0.5,0.676583204751829,0.66211556534984,0.630786516853933,0.616352201257862,"Q121700","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q121700"
"glm",0.999,0.5,0.673762604969368,1,0.628756523303941,1,"Q121700","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q121700"
"glm",0.6,0.5,0.685262629642022,0.652856321094081,0.632903805813605,0.610961365678347,"Q99581","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q99581"
"glm",0.8,0.5,0.676671088208027,0.661718572771171,0.630786516853933,0.610062893081761,"Q99581","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q99581"
"glm",0.999,0.5,0.673806091674918,1,0.626057225121468,1,"Q99581","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q99581"
"glm",0.6,0.5,0.684894541479678,0.652384386038825,0.632903805813605,0.605121293800539,"Q99716","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q99716"
"glm",0.8,0.5,0.676445855174956,0.661360469261432,0.627865168539326,0.616352201257862,"Q99716","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q99716"
"glm",0.999,0.5,0.673669326310979,1,0.629656289364765,1,"Q99716","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q99716"
"glm",0.6,0.5,0.685273445160995,0.652135658035454,0.633203476176206,0.608715184186882,"Q98059","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q98059"
"glm",0.8,0.5,0.676681021978164,0.661430145509934,0.625168539325843,0.615453728661276,"Q98059","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q98059"
"glm",0.999,0.5,0.673693442256808,1,0.624797552636315,1,"Q98059","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q98059"
"glm",0.6,0.5,0.685057495298855,0.652335774702662,0.634402157626611,0.607367475292004,"Q120650","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q120650"
"glm",0.8,0.5,0.676407741934435,0.661728295038404,0.627191011235955,0.612758310871518,"Q120650","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q120650"
"glm",0.999,0.5,0.67366607618351,1,0.625697318697139,1,"Q120650","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q120650"
"glm",0.6,0.5,0.684895623031574,0.65228473279969,0.632903805813605,0.605121293800539,"Q123464","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q123464"
"glm",0.8,0.5,0.67639324673924,0.659219950092361,0.627640449438202,0.612758310871518,"Q123464","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q123464"
"glm",0.999,0.5,0.673715673128704,1,0.626417131545798,1,"Q123464","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q123464"
